Date,Hit
2022-09-22,1
2022-09-22,3
2022-09-24,1
2022-09-25,1
2022-09-25,1
2022-09-26,2
2022-09-26,2
2022-09-28,1
2022-09-28,2
2022-09-29,1
2022-09-30,1
2022-10-01,1
2022-10-03,1
2022-10-05,1
2022-10-10,2
2022-10-12,3
2022-10-15,4
2022-10-16,1
2022-10-16,1
2022-10-18,3
2022-10-20,3
2022-10-22,1
2022-10-23,1
2022-10-23,1
2022-10-25,2
2022-10-26,1
2022-10-29,1
2022-10-31,1
2022-11-05,1
2022-11-07,1
