Date,Hit
2022-09-15,3
2022-09-16,2
2022-09-17,17
2022-09-18,2
2022-09-19,6
2022-09-21,2
2022-09-23,4
2022-09-24,2
2022-09-25,4
2022-09-26,2
2022-09-27,7
2022-09-28,5
2022-09-29,1
2022-09-30,6
2022-10-01,1
2022-10-02,3
2022-10-03,5
2022-10-04,4
2022-10-05,2
2022-10-06,18
2022-10-07,2
2022-10-08,3
2022-10-09,2
2022-10-10,5
2022-10-11,13
2022-10-12,2
2022-10-13,3
2022-10-14,38
2022-10-15,1
2022-10-16,6
