Date,Hit
2022-12-04,2
2022-12-05,1
2022-12-06,1
2022-12-07,1
2022-12-09,1
2022-12-12,2
2022-12-13,1
2022-12-14,3
2022-12-15,1
2022-12-16,3
2022-12-17,3
2022-12-22,1
2022-12-25,1
2022-12-27,2
2022-12-29,1
2023-01-03,4
2023-01-05,1
2023-01-06,3
2023-01-08,1
2023-01-11,1
2023-01-12,1
2023-01-13,2
2023-01-16,1
2023-01-18,1
2023-01-19,2
2023-01-22,2
2023-01-23,2
2023-01-25,2
2023-01-28,1
2023-01-29,2
